,movie,size,mean_ratings,weighted_rating,genre 1,genre 2,genre 3,genre 4,genre 5,genre 6
512,Doctor Zhivago (1965),564,4.065602836879433,25.75581453667562,Drama,Romance,War,,,
513,Dog Day Afternoon (1975),765,3.969934640522876,26.35987308147868,Comedy,Crime,Drama,,,
514,Dogma (1999),989,3.7128412537917086,25.60633122924024,Comedy,,,,,
515,Dolores Claiborne (1994),349,3.4527220630372493,20.215936006458236,Drama,Thriller,,,,
516,Don Juan DeMarco (1995),386,3.3911917098445596,20.197386312511565,Comedy,Drama,Romance,,,
517,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),111,2.855855855855856,13.449739403747838,Comedy,,,,,
518,Donnie Brasco (1997),719,3.7955493741307373,24.966597559416883,Crime,Drama,,,,
519,"Doors, The (1991)",680,3.4073529411764705,22.223072078470942,Drama,Musical,,,,
520,Double Indemnity (1944),551,4.415607985480944,27.87014662553365,Crime,Film-Noir,,,,
521,Double Jeopardy (1999),786,3.2010178117048347,21.341047442432423,Action,Thriller,,,,
522,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",129,3.937984496124031,19.137865902447516,Drama,,,,,
523,Down Periscope (1996),133,2.81203007518797,13.751808826728842,Comedy,,,,,
524,Down by Law (1986),146,3.9657534246575343,19.763755027185802,Comedy,Drama,,,,
525,Down to You (2000),122,2.6885245901639343,12.915728710430395,Comedy,Romance,,,,
526,Dr. No (1962),646,3.874613003095975,25.07184389778305,Action,,,,,
527,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1367,4.4498902706656915,32.12987128660701,Sci-Fi,War,,,,
528,Dracula (1931),238,3.827731092436975,20.946380603843338,Horror,,,,,
529,Dracula (1958),102,3.343137254901961,15.461918914999377,Horror,,,,,
530,Dracula: Dead and Loving It (1995),160,2.3625,11.990098138489914,Comedy,Horror,,,,
531,Dragonheart (1996),612,3.2254901960784315,20.697107068103485,Action,Adventure,Fantasy,,,
532,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",141,4.0,19.795039561512674,Drama,,,,,
533,Dreamscape (1984),338,3.470414201183432,20.208381169827163,Adventure,Crime,Sci-Fi,Thriller,,
534,Drive Me Crazy (1999),119,2.7815126050420167,13.293192237142152,Comedy,Romance,,,,
535,Driving Miss Daisy (1989),652,3.8773006134969323,25.125080755445673,Drama,,,,,
536,Drop Dead Fred (1991),317,2.3722397476340693,13.661495690712034,Comedy,Fantasy,,,,
537,Drop Dead Gorgeous (1999),383,3.1305483028720626,18.620610840803117,Comedy,,,,,
538,Drop Zone (1994),129,2.6744186046511627,12.997172709339354,Action,,,,,
539,Drowning Mona (2000),190,2.763157894736842,14.498355988864501,Comedy,,,,,
540,Drugstore Cowboy (1989),416,3.920673076923077,23.644345335303175,Crime,Drama,,,,
541,Drunken Master (Zui quan) (1979),133,3.9097744360902253,19.120162005077532,Action,Comedy,,,,
542,Duck Soup (1933),594,4.21043771043771,26.891557538259217,Comedy,War,,,,
543,Dudley Do-Right (1999),121,2.1074380165289255,10.10683131510057,Children's,Comedy,,,,
544,Duets (2000),106,2.650943396226415,12.36251307024048,Comedy,Drama,,,,
545,Dumb & Dumber (1994),660,3.1924242424242424,20.725983836951716,Comedy,,,,,
546,Dumbo (1941),568,3.688380281690141,23.392155584895796,Animation,Children's,Musical,,,
547,Dune (1984),789,3.356147021546261,22.388072519137992,Fantasy,Sci-Fi,,,,
548,Dying Young (1991),128,2.7890625,13.532615657963307,Drama,Romance,,,,
549,E.T. the Extra-Terrestrial (1982),2269,3.9651828999559275,30.639342917392785,Children's,Drama,Fantasy,Sci-Fi,,
550,EDtv (1999),302,3.2019867549668874,18.2847116748394,Comedy,,,,,
551,Earthquake (1974),119,2.8487394957983194,13.614477850124443,Action,,,,,
552,East is East (1999),176,3.664772727272727,18.94864873181595,Comedy,,,,,
553,East of Eden (1955),215,3.9767441860465116,21.357653553716982,Drama,,,,,
554,East-West (Est-ouest) (1999),103,3.766990291262136,17.458979101292222,Drama,Romance,,,,
555,Easy Money (1983),138,3.1449275362318843,15.495855792450921,Comedy,,,,,
556,Easy Rider (1969),485,3.7711340206185566,23.32125427118486,Adventure,Drama,,,,
557,Eat Drink Man Woman (1994),346,4.07514450867052,23.82508286945489,Comedy,Drama,,,,
558,Ed Wood (1994),927,3.696871628910464,25.256855306574096,Comedy,Drama,,,,
559,"Edge, The (1997)",227,3.6211453744493394,19.644532662421646,Adventure,Thriller,,,,
560,Edward Scissorhands (1990),1473,3.5926680244399187,26.20871592391055,Drama,Romance,,,,
561,Election (1999),1522,3.9303547963206307,28.800777385570434,Comedy,,,,,
562,"Elephant Man, The (1980)",457,4.013129102844639,24.57914516170672,Drama,,,,,
563,Elizabeth (1998),938,4.029850746268656,27.579290839278812,Drama,,,,,
564,"Emerald Forest, The (1985)",142,3.5140845070422535,17.415195082697387,Action,Adventure,Drama,,,
565,Emma (1996),501,3.8802395209580838,24.121920679658636,Comedy,Drama,Romance,,,
566,Empire Records (1995),271,3.044280442804428,17.054420764670677,Comedy,Drama,,,,
567,Enchanted April (1991),147,3.993197278911565,19.92778182611645,Drama,,,,,
568,Encino Man (1992),293,2.5017064846416384,14.210124649861811,Comedy,,,,,
569,End of Days (1999),564,2.629432624113475,16.65759832441777,Action,Thriller,,,,
570,"End of the Affair, The (1999)",200,3.515,18.623585543416347,Drama,,,,,
571,"Endless Summer, The (1966)",149,3.791946308724832,18.974695723887145,Documentary,,,,,
572,Enemy of the State (1998),988,3.687246963562753,25.426085088963042,Action,Thriller,,,,
573,"English Patient, The (1996)",989,3.609706774519717,24.895044250650237,Drama,Romance,War,,,
574,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",350,3.2714285714285714,19.163809891095887,Comedy,Romance,,,,
575,Entrapment (1999),777,3.168597168597169,21.088409449942276,Crime,Thriller,,,,
576,Eraser (1996),460,3.123913043478261,19.153418403015813,Action,Thriller,,,,
577,Eraserhead (1977),199,3.4673366834170856,18.35366999527588,Drama,Horror,,,,
578,Erin Brockovich (2000),1315,3.863878326996198,27.748797468116265,Drama,,,,,
579,Escape from L.A. (1996),511,2.5107632093933465,15.658047327262922,Action,Adventure,Sci-Fi,Thriller,,
580,Escape from New York (1981),884,3.4649321266968327,23.507683238528397,Action,Adventure,Sci-Fi,Thriller,,
581,Escape from the Planet of the Apes (1971),463,3.041036717062635,18.66505333078492,Action,Sci-Fi,,,,
582,Escape to Witch Mountain (1975),291,3.185567010309278,18.072751438721557,Adventure,Children's,Fantasy,,,
583,European Vacation (1985),385,2.9220779220779223,17.39584091187989,Comedy,,,,,
584,Eve's Bayou (1997),179,3.569832402234637,18.51809793258236,Drama,,,,,
585,Event Horizon (1997),498,2.5180722891566263,15.638739952989788,Action,Mystery,Sci-Fi,Thriller,,
586,Ever After: A Cinderella Story (1998),416,3.7139423076923075,22.3976171324607,Drama,Romance,,,,
587,Everest (1998),167,4.005988023952096,20.50262191920245,Documentary,,,,,
588,Everyone Says I Love You (1996),274,3.5583941605839415,19.973722276380908,Comedy,Musical,Romance,,,
589,Everything You Always Wanted to Know About Sex (1972),285,3.557894736842105,20.110961504534778,Comedy,,,,,
590,Evil Dead II (Dead By Dawn) (1987),548,3.826642335766423,24.131859994032826,Action,Adventure,Comedy,Horror,,
591,Evita (1996),282,3.25531914893617,18.36620812454322,Drama,Musical,,,,
592,Excalibur (1981),742,3.81266846361186,25.199257424421184,Action,Drama,Fantasy,Romance,,
593,Executive Decision (1996),416,3.3461538461538463,20.179600678566537,Action,Thriller,,,,
594,Exit to Eden (1994),147,2.2244897959183674,11.101166366507801,Comedy,,,,,
595,Exorcist II: The Heretic (1977),113,1.7699115044247788,8.367058086216533,Horror,,,,,
596,"Exorcist III, The (1990)",127,2.748031496062992,13.31197868640983,Horror,,,,,
597,"Exorcist, The (1973)",885,3.9559322033898305,26.84332468381103,Horror,,,,,
598,Exotica (1994),235,3.6127659574468085,19.724204687269747,Drama,,,,,
599,Extreme Measures (1996),121,2.9421487603305785,14.109929208532561,Drama,Thriller,,,,
600,Eye of the Beholder (1999),267,2.134831460674157,11.92783421456233,Thriller,,,,,
601,Eyes Wide Shut (1999),945,3.201058201058201,21.931041699120183,Drama,,,,,
602,Eyes of Laura Mars (1978),139,3.194244604316547,15.76191673604336,Mystery,Thriller,,,,
603,F/X (1986),701,3.570613409415121,23.39647252674405,Action,Crime,Thriller,,,
604,F/X 2 (1992),245,2.6408163265306124,14.527812498867098,Action,Crime,Thriller,,,
605,"Fabulous Baker Boys, The (1989)",358,3.374301675977654,19.84269231165376,Drama,Romance,,,,
606,Face/Off (1997),1421,3.4011259676284307,24.6891683653014,Action,Sci-Fi,Thriller,,,
607,"Faculty, The (1998)",513,2.7777777777777777,17.334099569918802,Horror,Sci-Fi,,,,
608,"Falcon and the Snowman, The (1984)",253,3.513833992094862,19.44341207699117,Drama,,,,,
609,Fallen (1998),388,3.38659793814433,20.18752839243552,Action,Mystery,Thriller,,,
610,Falling Down (1993),524,3.4522900763358777,21.616485604841152,Action,Drama,,,,
611,"Fan, The (1996)",145,2.5517241379310347,12.699251618590432,Thriller,,,,,
612,Fanny and Alexander (1982),128,3.8828125,18.839523759125388,Drama,,,,,
613,Fantasia (1940),943,3.904559915164369,26.742589663474433,Animation,Children's,Musical,,,
614,Fantasia 2000 (1999),453,3.8057395143487858,23.275492327445367,Animation,Children's,Musical,,,
615,Fantastic Voyage (1966),348,3.5804597701149423,20.95357554539941,Adventure,Sci-Fi,,,,
616,Far and Away (1992),403,3.369727047146402,20.214778786907182,Drama,Romance,,,,
617,Farewell My Concubine (1993),254,4.082677165354331,22.60714816889064,Drama,Romance,,,,
618,Fargo (1996),2513,4.254675686430561,33.31084532089777,Crime,Drama,Thriller,,,
619,Fast Times at Ridgemont High (1982),886,3.8374717832957113,26.04383479916171,Comedy,,,,,
620,"Fast, Cheap & Out of Control (1997)",189,3.8518518518518516,20.1904329468964,Documentary,,,,,
621,Fatal Attraction (1987),802,3.669576059850374,24.538853657046324,Thriller,,,,,
622,Fatal Instinct (1993),100,2.61,12.019494185428918,Comedy,,,,,
623,Father of the Bride (1950),304,3.6578947368421053,20.91228553935434,Comedy,,,,,
624,Father of the Bride Part II (1995),296,3.0067567567567566,17.109526737663558,Comedy,,,,,
625,Fear (1996),128,2.984375,14.480277818885106,Thriller,,,,,
626,Fear and Loathing in Las Vegas (1998),298,3.3456375838926173,19.06041008740231,Comedy,Drama,,,,
627,Fearless (1993),228,3.6008771929824563,19.550406848121035,Drama,,,,,
628,Ferris Bueller's Day Off (1986),1473,4.11744738628649,30.037010974776546,Comedy,,,,,
629,"Few Good Men, A (1992)",1061,3.93119698397738,27.388520202788808,Crime,Drama,,,,
630,Field of Dreams (1989),768,3.9114583333333335,25.986906716634905,Drama,,,,,
631,Fierce Creatures (1997),168,3.2916666666666665,16.86638143220239,Comedy,,,,,
632,"Fifth Element, The (1997)",1377,3.6405228758169934,26.31247066530628,Action,Sci-Fi,,,,
633,Fight Club (1999),1451,4.077188146106134,29.681963352214236,Drama,,,,,
634,"Fighting Seabees, The (1944)",101,3.4356435643564356,15.855909102415021,Action,Drama,War,,,
635,Final Destination (2000),459,3.272331154684096,20.056281951004227,Drama,Thriller,,,,
636,Firestarter (1984),267,2.9812734082397006,16.657115850511605,Horror,Thriller,,,,
637,"Firm, The (1993)",824,3.5473300970873787,23.817379197724986,Drama,Thriller,,,,
638,First Blood (1982),397,3.5717884130982367,21.373354272076664,Action,,,,,
639,First Knight (1995),362,2.9502762430939224,17.38197795091139,Action,Adventure,Drama,Romance,,
640,"First Wives Club, The (1996)",295,2.952542372881356,16.791035713125368,Comedy,,,,,
641,"Fish Called Wanda, A (1988)",1326,3.971342383107089,28.553642647924153,Comedy,,,,,
642,"Fisher King, The (1991)",945,3.6264550264550266,24.8455140174826,Comedy,Drama,Romance,,,
643,"Fistful of Dollars, A (1964)",522,3.9942528735632186,24.994706744703645,Action,Western,,,,
644,Five Easy Pieces (1970),359,3.9526462395543174,23.254692114943918,Drama,,,,,
645,"Flamingo Kid, The (1984)",294,3.197278911564626,18.17198973230735,Comedy,Drama,,,,
646,Flashdance (1983),362,3.0994475138121547,18.26084200460916,Drama,Romance,,,,
647,Flatliners (1990),413,3.2542372881355934,19.60172776014438,Thriller,,,,,
648,Flawless (1999),110,3.1636363636363636,14.870610611779645,Drama,,,,,
649,Fled (1996),105,2.5714285714285716,11.967326614690775,Action,Adventure,,,,
650,Flesh and Bone (1993),106,3.150943396226415,14.694232617296512,Drama,Mystery,Romance,,,
651,Fletch (1985),599,3.5943238731218696,22.98664143696588,Comedy,,,,,
652,Fletch Lives (1989),238,2.966386554621849,16.23287014963051,Comedy,,,,,
653,Flight of the Navigator (1986),536,3.466417910447761,21.783435207592444,Adventure,Children's,Sci-Fi,,,
654,"Flintstones in Viva Rock Vegas, The (2000)",128,1.8046875,8.756398366917434,Children's,Comedy,,,,
655,"Flintstones, The (1994)",267,2.352059925093633,13.141543660956392,Children's,Comedy,,,,
656,Flirting With Disaster (1996),318,3.8333333333333335,22.08786363399068,Comedy,,,,,
657,Flubber (1997),302,2.552980132450331,14.578606723165644,Children's,Comedy,Fantasy,,,
658,Fly Away Home (1996),232,3.603448275862069,19.627036391004463,Adventure,Children's,,,,
659,"Fly II, The (1989)",284,2.313380281690141,13.06822561433772,Horror,Sci-Fi,,,,
660,"Fly, The (1958)",480,3.3583333333333334,20.733631665604005,Horror,Sci-Fi,,,,
661,"Fly, The (1986)",1071,3.4407096171802056,24.00358789878614,Horror,Sci-Fi,,,,
662,Flying Tigers (1942),101,3.4158415841584158,15.764520577329055,Action,Drama,War,,,
663,"Fog, The (1980)",170,2.9235294117647057,15.014657783611648,Horror,,,,,
664,Fools Rush In (1997),266,3.1090225563909772,17.359215967528062,Comedy,Romance,,,,
665,Footloose (1984),435,3.066666666666667,18.6310611620053,Drama,,,,,
666,For Love of the Game (1999),354,3.152542372881356,18.503207217675968,Comedy,Drama,,,,
667,For Your Eyes Only (1981),425,3.501176470588235,21.189432196140075,Action,,,,,
668,For a Few Dollars More (1965),325,3.916923076923077,22.654798329556172,Western,,,,,
669,Forbidden Planet (1956),373,3.9758713136729225,23.543433770326487,Sci-Fi,,,,,
670,Force 10 from Navarone (1978),199,3.3467336683417086,17.715281473701065,Action,War,,,,
671,Forces of Nature (1999),235,2.74468085106383,14.984819815416948,Comedy,Romance,,,,
672,Forever Young (1992),477,3.20335429769392,19.756740457185295,Adventure,Romance,Sci-Fi,,,
673,Forget Paris (1995),257,2.972762645914397,16.496086104513417,Comedy,Romance,,,,
674,Forrest Gump (1994),2194,4.087967183226983,31.450700472493477,Comedy,Romance,War,,,
675,Four Rooms (1995),157,3.337579617834395,16.87562294269117,Thriller,,,,,
676,Four Weddings and a Funeral (1994),1233,3.7437145174371453,26.644785565779898,Comedy,Romance,,,,
677,"Fox and the Hound, The (1981)",287,3.4494773519163764,19.522255726836324,Animation,Children's,,,,
678,Foxfire (1996),103,3.1262135922330097,14.489152759319833,Drama,,,,,
679,Frances (1982),135,3.8222222222222224,18.749050264253555,Drama,,,,,
680,Frankenstein (1931),406,3.9753694581280787,23.877472905411814,Horror,,,,,
681,Freaky Friday (1977),180,3.1777777777777776,16.50206288171778,Children's,Comedy,,,,
682,Freddy's Dead: The Final Nightmare (1991),215,2.181395348837209,11.715484814845922,Horror,,,,,
683,Free Willy (1993),285,2.5894736842105264,14.636971982590401,Adventure,Children's,Drama,,,
684,Free Willy 2: The Adventure Home (1995),113,2.017699115044248,9.538446218286847,Adventure,Children's,Drama,,,
685,Freejack (1992),304,2.4177631578947367,13.822418949123595,Action,Sci-Fi,,,,
686,Freeway (1996),169,3.6449704142011834,18.698329043743275,Crime,,,,,
687,"French Connection, The (1971)",861,4.098722415795587,27.699553433362908,Action,Crime,Drama,Thriller,,
688,French Kiss (1995),326,3.303680981595092,19.11806282126363,Comedy,Romance,,,,
689,Frequency (2000),821,3.7588306942752743,25.223720238453343,Drama,Thriller,,,,
690,Friday (1995),319,3.6551724137931036,21.072767479144606,Comedy,,,,,
691,Friday the 13th (1980),317,3.0410094637223977,17.512874795008514,Horror,,,,,
692,Friday the 13th Part 2 (1981),171,2.426900584795322,12.4783062920971,Horror,,,,,
693,Friday the 13th Part 3: 3D (1982),199,1.979899497487437,10.480211562519848,Horror,,,,,
694,Friday the 13th Part V: A New Beginning (1985),114,2.0789473684210527,9.84630730060961,Horror,,,,,
695,Friday the 13th Part VI: Jason Lives (1986),112,2.1785714285714284,10.279586826750025,Horror,,,,,
696,Friday the 13th: The Final Chapter (1984),169,2.1775147928994083,11.170430337820656,Horror,,,,,
697,Fried Green Tomatoes (1991),593,3.806070826306914,24.302502122323553,Drama,,,,,
698,Fright Night (1985),306,3.434640522875817,19.65845732729396,Comedy,Horror,,,,
699,"Frighteners, The (1996)",338,3.3491124260355027,19.50203536593721,Comedy,Horror,,,,
700,From Dusk Till Dawn (1996),914,3.1564551422319473,21.520176366132628,Action,Comedy,Crime,Horror,Thriller,
701,From Here to Eternity (1953),364,4.096153846153846,24.155649496281264,Drama,Romance,War,,,
702,From Russia with Love (1963),771,3.8897535667963683,25.85786956201871,Action,,,,,
703,"Fugitive, The (1993)",1995,4.103258145363409,31.178193939772417,Action,Thriller,,,,
704,Full Metal Jacket (1987),1254,4.110845295055821,29.32715560825297,Action,Drama,War,,,
705,"Full Monty, The (1997)",1199,3.872393661384487,27.452340257541906,Comedy,,,,,
706,Funny Face (1957),174,3.6436781609195403,18.797937124724204,Comedy,Musical,,,,
707,Funny Farm (1988),240,2.95,16.167884823858873,Comedy,,,,,
708,G.I. Jane (1997),557,3.0520646319569122,19.296877752022233,Action,Drama,War,,,
709,Galaxy Quest (1999),1728,3.771412037037037,28.114820549771526,Adventure,Comedy,Sci-Fi,,,
710,"Game, The (1997)",882,3.9138321995464853,26.54436165230776,Mystery,Thriller,,,,
711,Gandhi (1982),671,4.141579731743666,26.95658633628063,Drama,,,,,
712,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",100,4.03,18.55883584953201,Drama,,,,,
713,Gaslight (1944),187,4.096256684491979,21.42796363909419,Mystery,Thriller,,,,
714,"Gate, The (1987)",113,2.646017699115044,12.508751838893716,Horror,,,,,
715,Gattaca (1997),1077,3.711234911792015,25.9115997257141,Drama,Sci-Fi,Thriller,,,
716,"Gay Divorcee, The (1934)",105,3.9238095238095236,18.261253945379995,Comedy,Musical,Romance,,,
717,"General's Daughter, The (1999)",691,3.141823444283647,20.541680980317818,Drama,Thriller,,,,
718,"General, The (1927)",206,4.368932038834951,23.277128892770016,Comedy,,,,,
719,George of the Jungle (1997),289,3.083044982698962,17.46984837061653,Children's,Comedy,,,,
720,Get Carter (2000),100,2.26,10.407684620333086,Action,Drama,Thriller,,,
721,Get Shorty (1995),1356,3.6238938053097347,26.136589246468052,Action,Comedy,Drama,,,
722,"Getaway, The (1994)",143,2.832167832167832,14.055608917868966,Action,,,,,
723,Ghost (1990),1124,3.49644128113879,24.56127285558967,Comedy,Romance,Thriller,,,
724,Ghost Dog: The Way of the Samurai (1999),314,3.843949044585987,22.100373675131404,Crime,Drama,,,,
725,"Ghost and Mrs. Muir, The (1947)",171,3.982456140350877,20.476449602212348,Drama,Romance,,,,
726,"Ghost and the Darkness, The (1996)",451,3.328159645232816,20.339938972491176,Action,Adventure,,,,
727,Ghost in the Shell (Kokaku kidotai) (1995),314,4.089171974522293,23.510256668491074,Animation,Sci-Fi,,,,
728,Ghostbusters (1984),2181,3.9055479138010085,30.02405099060315,Comedy,Horror,,,,
729,Ghostbusters II (1989),565,2.9061946902654867,18.4160492929955,Comedy,Horror,,,,
730,Ghosts of Mississippi (1996),162,3.506172839506173,17.837992088962924,Drama,,,,,
731,Giant (1956),130,3.753846153846154,18.27197547555634,Drama,,,,,
732,Gigi (1958),187,3.620320855614973,18.938291623585854,Musical,,,,,
733,Gilda (1946),107,4.009345794392523,18.734986635365956,Film-Noir,,,,,
734,"Girl, Interrupted (1999)",431,3.4779582366589326,21.097670596439716,Drama,,,,,
735,Girlfight (2000),127,3.5118110236220472,17.011869610712846,Drama,,,,,
736,Gladiator (2000),1924,4.106029106029106,31.050455762309067,Action,Drama,,,,
737,Glengarry Glen Ross (1992),571,3.8844133099824867,24.655883129627025,Drama,,,,,
738,"Glimmer Man, The (1996)",101,2.6633663366336635,12.291756624062366,Action,Thriller,,,,
739,Glory (1989),1112,4.193345323741007,29.411769657411412,Action,Drama,War,,,
740,Go (1999),723,3.854771784232365,25.37754011363275,Crime,,,,,
741,"Godfather, The (1972)",2223,4.524966261808367,34.872163428504656,Action,Crime,Drama,,,
742,"Godfather: Part II, The (1974)",1692,4.357565011820331,32.392685224967586,Action,Crime,Drama,,,
743,"Godfather: Part III, The (1990)",774,3.3449612403100777,22.249250104294322,Action,Crime,Drama,,,
744,"Gods Must Be Crazy II, The (1989)",128,3.171875,15.390033493370035,Comedy,,,,,
745,"Gods Must Be Crazy, The (1980)",695,3.726618705035971,24.386664287788218,Comedy,,,,,
746,Gods and Monsters (1998),578,3.8131487889273354,24.250001395422007,Drama,,,,,
747,Godzilla (1998),499,2.3246492985971945,14.442130402949424,Action,Sci-Fi,,,,
748,Godzilla (Gojira) (1954),301,3.318936877076412,18.941538719216368,Action,Sci-Fi,,,,
749,Godzilla (Gojira) (1984),121,2.7768595041322315,13.317236556367812,Action,Sci-Fi,,,,
750,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),143,2.6923076923076925,13.361504773776673,Action,Adventure,Sci-Fi,,,
751,"Gold Rush, The (1925)",275,4.189090909090909,23.529164743679605,Comedy,,,,,
752,"Golden Child, The (1986)",459,2.89760348583878,17.759557253552344,Action,Adventure,Comedy,,,
753,"Golden Voyage of Sinbad, The (1974)",151,3.3973509933774833,17.045460637656,Action,Adventure,,,,
754,GoldenEye (1995),888,3.5405405405405403,24.036629684647952,Action,Adventure,Thriller,,,
755,Goldfinger (1964),897,3.971014492753623,26.999149365276956,Action,,,,,
756,Gone in 60 Seconds (2000),584,2.9743150684931505,18.946092478035325,Action,Crime,,,,
757,Gone with the Wind (1939),1156,3.9974048442906573,28.192581287631977,Drama,Romance,War,,,
758,"Good Morning, Vietnam (1987)",1082,3.733826247689464,26.086625227358564,Comedy,Drama,War,,,
759,Good Will Hunting (1997),1548,4.176356589147287,30.674165817233614,Drama,,,,,
760,"Good, The Bad and The Ugly, The (1966)",822,4.133819951338199,27.745126353285762,Action,Western,,,,
761,GoodFellas (1990),1657,4.275196137598069,31.691020096227987,Crime,Drama,,,,
762,"Goodbye Girl, The (1977)",322,3.6956521739130435,21.34073397266412,Comedy,Romance,,,,
763,"Goofy Movie, A (1995)",168,2.875,14.73139644078437,Animation,Children's,Comedy,Romance,,
764,"Goonies, The (1985)",716,3.4972067039106145,22.98951834925902,Adventure,Children's,Fantasy,,,
765,"Graduate, The (1967)",1261,4.245836637589215,30.31383143438238,Drama,Romance,,,,
766,Grand Canyon (1991),346,3.4884393063583814,20.394946825129114,Crime,Drama,,,,
767,"Grand Day Out, A (1992)",473,4.361522198731501,26.863031261012384,Animation,Comedy,,,,
768,"Grand Illusion (Grande illusion, La) (1937)",165,4.33939393939394,22.156708844320097,Drama,War,,,,
769,"Grapes of Wrath, The (1940)",521,4.134357005758157,25.863504011394916,Drama,,,,,
770,Grease (1978),817,3.5777233782129745,23.990921755539524,Comedy,Musical,Romance,,,
771,Grease 2 (1982),303,1.9636963696369636,11.220036367254371,Comedy,Musical,Romance,,,
772,"Great Dictator, The (1940)",216,4.032407407407407,21.67531246802272,Comedy,,,,,
773,"Great Escape, The (1963)",696,4.376436781609195,28.645309001980806,Adventure,War,,,,
774,Great Expectations (1998),263,3.2015209125475286,17.839367661953148,Drama,Romance,,,,
775,"Great Mouse Detective, The (1986)",131,3.49618320610687,17.044583007833033,Animation,Children's,,,,
776,"Great Muppet Caper, The (1981)",358,3.7374301675977653,21.978081384927755,Children's,Comedy,,,,
777,"Great Race, The (1965)",164,3.5304878048780486,18.00501622994031,Comedy,Musical,,,,
778,"Great Santini, The (1979)",195,3.948717948717949,20.82158800048249,Drama,,,,,
779,"Green Mile, The (1999)",1222,4.154664484451718,29.53236947415469,Drama,Thriller,,,,
780,Gremlins (1984),776,3.268041237113402,21.746044834000827,Comedy,Horror,,,,
781,Gremlins 2: The New Batch (1990),372,2.513440860215054,14.876789660605892,Comedy,Horror,,,,
782,"Grifters, The (1990)",885,3.7887005649717516,25.70855974430688,Crime,Drama,Film-Noir,,,
783,Grosse Pointe Blank (1997),1136,3.813380281690141,26.828154552892354,Comedy,Crime,,,,
784,Groundhog Day (1993),2278,3.953028972783143,30.561077068386382,Comedy,Romance,,,,
785,Grumpier Old Men (1995),478,3.01673640167364,18.612089280863348,Comedy,Romance,,,,
786,Grumpy Old Men (1993),809,3.415327564894932,22.8683466104235,Comedy,,,,,
787,Guess Who's Coming to Dinner (1967),350,3.92,22.96309796557516,Comedy,Drama,,,,
788,Gulliver's Travels (1939),117,3.547008547008547,16.891471649068965,Adventure,Animation,Children's,,,
789,Gung Ho (1986),244,2.930327868852459,16.108505250346884,Comedy,Drama,,,,
790,"Guns of Navarone, The (1961)",502,3.9641434262948207,24.651422785232153,Action,Drama,War,,,
791,Guys and Dolls (1955),260,3.792307692307692,21.08781572377427,Musical,,,,,
792,Gypsy (1962),122,3.69672131147541,17.759126976841795,Musical,,,,,
793,Hackers (1995),321,3.146417445482866,18.159363035393508,Action,Crime,Thriller,,,
794,Hairspray (1988),445,3.350561797752809,20.431974729685088,Comedy,Drama,,,,
795,Half Baked (1998),198,3.202020202020202,16.93313786596129,Comedy,,,,,
796,Halloween (1978),506,3.7134387351778657,23.121862453737446,Horror,,,,,
797,Halloween 4: The Return of Michael Myers (1988),129,2.4108527131782944,11.716291920592868,Horror,,,,,
798,Halloween 5: The Revenge of Michael Myers (1989),127,2.125984251968504,10.298665459400155,Horror,,,,,
799,Halloween II (1981),195,2.753846153846154,14.521029553583242,Horror,,,,,
800,Halloween III: Season of the Witch (1983),105,2.0952380952380953,9.751155019377668,Horror,,,,,
801,Halloween: H20 (1998),199,2.6884422110552766,14.230744126771878,Horror,Thriller,,,,
802,Halloween: The Curse of Michael Myers (1995),183,2.360655737704918,12.29780337719942,Horror,Thriller,,,,
803,Hamlet (1948),113,3.8053097345132745,17.989174885365546,Drama,,,,,
804,Hamlet (1990),269,3.7286245353159853,20.86057811799496,Drama,,,,,
805,Hamlet (1996),382,3.9581151832460733,23.532659581709794,Drama,,,,,
806,Hamlet (2000),179,3.458100558659218,17.93850175315881,Drama,,,,,
807,"Hand That Rocks the Cradle, The (1992)",340,3.135294117647059,18.275458906977885,Thriller,,,,,
808,Hang 'em High (1967),241,3.7468879668049793,20.550919630464985,Western,,,,,
809,Hanging Up (2000),176,2.2954545454545454,11.868610988610302,Comedy,Drama,,,,
810,Happiness (1998),320,3.903125,22.514477886707567,Comedy,,,,,
811,Happy Gilmore (1996),682,3.526392961876833,23.009818661456784,Comedy,,,,,
812,"Happy, Texas (1999)",185,3.4918918918918918,18.22891817838161,Comedy,,,,,
813,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",186,3.747311827956989,19.582502320312372,Crime,Thriller,,,,
814,"Hard Day's Night, A (1964)",518,3.88996138996139,24.312162380603972,Comedy,Musical,,,,
815,Hard Rain (1998),206,2.6553398058252426,14.147321671494664,Action,Thriller,,,,
816,Hard Target (1993),216,2.7824074074074074,14.956214458417517,Action,Adventure,Crime,Thriller,,
817,Hard-Boiled (Lashou shentan) (1992),327,4.137614678899083,23.95662419334552,Action,Crime,,,,
